date,lat,lon,group_size,avg_max_temp,avg_min_temp,avg_mean_temp,avg_total_precip,degree_days
1879-05-16,45.63,-61.4,4,24.425,9.875,17.2,0.0,9.15
1879-05-17,45.63,-61.4,4,22.225,11.25,16.75,0.625,8.74
1879-05-18,46.15,-60.2,3,24.0667,9.1,16.6333,0.0,8.58
1879-05-19,45.63,-61.4,4,18.175,9.45,13.825,9.85,5.81
1879-05-20,45.63,-61.4,4,18.2,8.625,13.45,12.95,5.41
1879-05-21,45.63,-61.4,4,19.45,8.5,13.975,4.85,5.97
1879-05-22,45.63,-61.4,4,10.675,0.85,5.8,1.025,0.0
1879-05-23,45.63,-61.4,4,8.05,0.3,4.2,1.85,0.0
1879-05-24,45.63,-61.4,4,9.875,1.8,5.85,6.975,0.0
1879-05-25,46.15,-60.2,2,17.25,5.25,11.25,2.7,3.25
1879-05-26,45.63,-61.4,4,14.025,2.9,8.475,0.825,0.46
1879-05-27,45.63,-61.4,4,14.025,1.375,7.725,0.0,0.0
1879-05-28,45.63,-61.4,4,17.375,6.1,11.775,0.0,3.74
1879-05-29,45.63,-61.4,4,18.45,5.275,11.875,0.0,3.86
1879-05-30,45.63,-61.4,4,20.025,5.025,12.55,0.0,4.52
1879-05-31,45.63,-61.4,4,24.3,10.575,17.475,0.0,9.44
1879-06-01,46.15,-60.2,3,24.6333,10.9333,17.8,0.0,9.78
1879-06-02,45.63,-61.4,4,15.425,7.375,11.425,1.525,3.4
1879-06-03,45.63,-61.4,4,13.05,6.675,9.875,0.075,1.86
1879-06-04,45.63,-61.4,4,12.775,6.55,9.675,0.575,1.66
1879-06-05,45.63,-61.4,4,20.15,8.2,14.2,3.0,6.17
1879-06-06,45.63,-61.4,4,20.55,9.575,15.1,0.075,7.06
1879-06-07,45.63,-61.4,4,14.575,7.5,11.05,2.925,3.04
1879-06-08,46.15,-60.2,3,11.8667,3.8667,7.8667,0.5,0.0
1879-06-09,46.15,-60.2,3,12.0667,2.6,7.3667,2.1333,0.0
1879-06-10,46.15,-60.2,3,18.3333,2.4,10.4,0.1,2.37
1879-06-11,46.15,-60.2,3,19.2667,2.5667,10.9333,0.0,2.92
1879-06-12,46.15,-60.2,3,17.2333,6.6667,11.9667,0.0,3.95
1879-06-13,46.15,-60.2,3,14.4333,9.2667,11.8667,10.2667,3.85
1879-06-14,46.15,-60.2,3,17.9667,8.1333,13.0667,2.3667,5.05
1879-06-15,46.15,-60.2,3,15.7333,4.4667,10.1,0.0,2.1
1879-06-16,45.63,-61.4,4,18.475,6.525,12.55,6.225,4.5
1879-06-17,45.63,-61.4,4,11.7,7.625,9.675,11.1,1.66
1879-06-18,45.63,-61.4,4,11.225,5.4,8.325,13.375,0.31
1879-06-19,45.63,-61.4,4,15.45,2.9,9.2,0.4,1.17
1879-06-20,45.63,-61.4,4,21.4,6.5,13.975,0.0,5.95
1879-06-21,45.63,-61.4,4,25.0,9.025,17.05,0.0,9.01
1879-06-22,46.15,-60.2,3,23.7,10.0,16.9,0.0,8.85
1879-06-23,45.63,-61.4,4,23.2,11.65,17.45,2.875,9.43
1879-06-24,45.63,-61.4,4,23.325,11.825,17.6,0.0,9.57
1879-06-25,45.63,-61.4,3,25.7333,11.4667,18.6,0.0,10.6
1879-06-26,45.63,-61.4,4,23.2,10.55,16.925,0.0,8.88
1879-06-27,45.63,-61.4,4,22.35,13.025,17.7,0.0,9.69
1879-06-28,45.63,-61.4,4,23.175,11.25,17.225,0.0,9.21
1879-06-29,46.15,-60.2,3,22.0333,15.0,18.5333,1.0,10.52
1879-06-30,45.63,-61.4,4,17.9,12.075,15.0,5.525,6.99
1879-07-01,45.63,-61.4,4,20.975,8.6,14.8,1.525,6.79
1879-07-02,45.63,-61.4,4,23.725,9.725,16.75,0.0,8.73
1879-07-03,45.63,-61.4,4,26.525,10.275,18.425,0.0,10.4
1879-07-04,45.63,-61.4,4,27.225,9.15,18.225,2.75,10.19
1879-07-05,45.63,-61.4,4,15.675,5.7,10.7,0.45,2.69
1879-07-06,46.15,-60.2,3,19.8333,0.9333,10.4,0.0,2.38
1879-07-07,45.63,-61.4,4,20.675,1.5,11.1,0.0,3.09
1879-07-08,45.63,-61.4,4,21.65,5.275,13.5,0.2,5.46
1879-07-09,45.63,-61.4,4,15.975,9.175,12.6,19.15,4.57
1879-07-10,45.63,-61.4,4,21.25,11.95,16.625,1.275,8.6
1879-07-11,45.63,-61.4,4,23.2,9.45,16.375,0.375,8.32
1879-07-12,45.63,-61.4,4,25.25,10.15,17.725,0.825,9.7
1879-07-13,46.15,-60.2,3,27.7667,8.5,18.1333,0.0,10.13
1879-07-14,45.63,-61.4,4,26.1,10.825,18.5,2.725,10.46
1879-07-15,45.63,-61.4,4,25.425,14.6,20.025,6.475,12.01
1879-07-16,45.63,-61.4,4,23.6,12.5,18.075,4.3,10.05
1879-07-17,45.63,-61.4,4,20.7,11.1,15.95,12.95,7.9
1879-07-18,45.63,-61.4,4,16.1,9.15,12.65,1.1,4.63
1879-07-19,45.63,-61.4,4,17.5,8.2,12.9,0.2,4.85
1879-07-20,46.15,-60.2,3,19.8333,4.0667,11.9667,0.0,3.95
1879-07-21,45.63,-61.4,4,22.9,5.825,14.4,0.0,6.36
1879-07-22,45.63,-61.4,4,22.5,11.95,17.275,1.925,9.23
1879-07-23,45.63,-61.4,4,22.25,12.2,17.275,2.175,9.23
1879-07-24,45.63,-61.4,4,22.775,14.175,18.525,2.425,10.48
1879-07-25,45.63,-61.4,4,21.125,9.875,15.5,0.0,7.5
1879-07-26,45.63,-61.4,4,23.9,8.175,16.05,0.0,8.04
1879-07-27,46.15,-60.2,3,16.6667,7.5667,12.1667,11.7,4.12
1879-07-28,45.63,-61.4,4,20.125,10.55,15.35,7.625,7.34
1879-07-29,45.63,-61.4,4,22.625,8.5,15.6,0.0,7.56
1879-07-30,45.63,-61.4,4,26.25,15.15,20.725,2.225,12.7
1879-07-31,45.63,-61.4,3,26.8333,16.5,21.7,3.9667,13.67
1879-08-01,45.63,-61.4,5,25.66,15.0,20.36,0.0,12.33
1879-08-02,45.63,-61.4,5,28.0,15.56,21.8,0.0,13.78
1879-08-03,46.15,-60.2,4,28.175,14.725,21.475,0.0,13.45
1879-08-04,45.63,-61.4,5,25.0,13.78,19.42,0.0,11.39
1879-08-05,45.63,-61.4,5,25.12,11.02,18.1,0.0,10.07
1879-08-06,45.63,-61.4,5,23.08,12.46,17.78,1.68,9.77
1879-08-07,45.63,-61.4,5,22.1,12.12,17.14,0.0,9.11
1879-08-08,45.63,-61.4,5,21.0,8.9,14.98,0.0,6.95
1879-08-09,45.63,-61.4,5,19.42,12.44,15.96,2.44,7.93
1879-08-10,46.15,-60.2,4,19.025,11.95,15.5,0.825,7.49
1879-08-11,45.63,-61.4,5,23.34,8.78,16.1,0.0,8.06
1879-08-12,45.63,-61.4,5,24.1,9.54,16.82,0.0,8.82
1879-08-13,45.63,-61.4,5,25.78,12.32,19.08,0.66,11.05
1879-08-14,45.63,-61.4,5,24.1,14.2,19.16,0.0,11.15
1879-08-15,45.63,-61.4,5,20.44,10.42,15.44,0.62,7.43
1879-08-16,45.63,-61.4,5,20.22,6.36,13.32,0.1,5.29
1879-08-17,46.15,-60.2,4,16.825,10.3,13.575,11.825,5.56
1879-08-18,45.63,-61.4,5,17.22,11.42,14.34,1.84,6.32
1879-08-19,45.63,-61.4,5,19.42,13.0,16.24,27.2,8.21
1879-08-20,45.63,-61.4,5,18.34,11.22,14.8,1.16,6.78
1879-08-21,45.63,-61.4,5,21.8,8.78,15.32,0.0,7.29
1879-08-22,45.63,-61.4,5,23.0,11.44,17.24,1.58,9.22
1879-08-23,45.63,-61.4,5,21.32,13.66,17.52,7.42,9.49
1879-08-24,46.15,-60.2,4,25.425,13.875,19.675,0.0,11.65
1879-08-25,45.63,-61.4,5,21.68,13.1,17.4,1.02,9.39
1879-08-26,45.63,-61.4,5,19.12,11.0,15.08,1.06,7.06
1879-08-27,45.63,-61.4,5,21.12,8.76,14.96,0.0,6.94
1879-08-28,45.63,-61.4,5,21.1,7.12,14.14,0.0,6.11
1879-08-29,45.63,-61.4,5,18.02,10.56,14.3,25.86,6.29
1879-08-30,45.63,-61.4,5,18.66,11.12,14.92,8.18,6.89
1879-08-31,46.15,-60.2,4,18.325,11.25,14.825,1.2,6.79
1879-09-01,45.63,-61.4,5,20.68,11.56,16.14,0.06,8.12
1879-09-02,45.63,-61.4,5,19.64,12.44,16.08,12.64,8.04
1879-09-03,45.63,-61.4,5,20.36,11.8,16.08,0.0,8.08
1879-09-04,45.63,-61.4,5,18.0,12.44,15.24,0.1,7.22
1879-09-05,45.63,-61.4,5,19.12,12.56,15.86,4.84,7.84
1879-09-06,45.63,-61.4,5,20.64,13.86,17.28,2.08,9.25
1879-09-07,46.15,-60.2,4,20.825,12.075,16.475,0.0,8.45
1879-09-08,45.63,-61.4,5,22.0,11.24,16.64,0.0,8.62
1879-09-09,45.63,-61.4,5,20.58,12.32,16.48,0.62,8.45
1879-09-10,45.63,-61.4,5,19.46,10.34,14.9,0.0,6.9
1879-09-11,45.63,-61.4,5,19.12,7.2,13.18,0.06,5.16
1879-09-12,45.63,-61.4,5,19.1,7.24,13.18,0.16,5.17
1879-09-13,45.63,-61.4,5,19.88,6.58,13.26,0.0,5.23
1879-09-14,46.15,-60.2,4,18.475,5.825,12.175,0.0,4.15
1879-09-15,45.63,-61.4,5,20.46,9.34,14.92,5.36,6.9
1879-09-16,45.63,-61.4,5,17.1,7.1,12.12,21.64,4.1
1879-09-17,45.63,-61.4,5,21.66,12.3,17.0,13.72,8.98
1879-09-18,45.63,-61.4,5,19.9,9.66,14.82,0.0,6.78
1879-09-19,45.63,-61.4,5,18.44,8.56,13.54,0.0,5.5
1879-09-20,45.63,-61.4,5,19.56,8.1,13.86,0.06,5.83
1879-09-21,46.15,-60.2,4,18.2,4.15,11.2,0.0,3.18
1879-09-22,45.63,-61.4,5,16.8,5.54,11.2,0.0,3.17
1879-09-23,45.63,-61.4,5,17.46,11.88,14.7,3.62,6.67
1879-09-24,45.63,-61.4,5,19.56,10.14,14.9,0.56,6.85
1879-09-25,45.63,-61.4,5,16.46,4.68,10.6,1.62,2.57
1879-09-26,45.63,-61.4,5,13.44,1.02,7.26,0.0,0.0
1879-09-27,45.63,-61.4,5,15.78,0.34,8.1,0.0,0.06
1879-09-28,46.15,-60.2,4,16.7,1.5,9.125,0.0,1.1
1879-09-29,45.63,-61.4,5,18.22,4.56,11.42,0.06,3.39
1879-09-30,45.63,-61.4,5,19.32,10.68,15.0,0.0,7.0
1879-10-01,45.63,-61.4,4,23.2,11.675,17.475,0.0,9.44
1879-10-02,45.63,-61.4,4,20.15,6.1,13.15,0.0,5.13
1879-10-03,45.63,-61.4,4,21.225,5.975,13.625,0.0,5.6
1879-10-04,45.63,-61.4,4,16.7,4.725,10.75,0.0,2.71
1879-10-05,46.15,-60.2,3,12.0667,2.4,7.2333,2.6333,0.0
1879-10-06,45.63,-61.4,4,11.375,1.1,6.25,0.0,0.0
1879-10-07,45.63,-61.4,4,11.675,-0.7,5.525,0.375,0.0
1879-10-08,45.63,-61.4,4,17.1,7.1,12.1,3.05,4.1
1879-10-09,45.63,-61.4,4,15.675,9.025,12.375,0.0,4.35
1879-10-10,45.63,-61.4,4,12.5,5.0,8.775,0.075,0.75
1879-10-11,45.63,-61.4,4,9.05,2.075,5.575,0.45,0.0
1879-10-12,46.15,-60.2,3,11.3,1.6667,6.5,0.0,0.0
1879-10-13,45.63,-61.4,4,12.5,1.125,6.85,0.0,0.0
1879-10-14,45.63,-61.4,4,9.85,3.325,6.6,0.0,0.0
1879-10-15,45.63,-61.4,4,10.425,3.35,6.925,0.125,0.0
1879-10-16,45.63,-61.4,4,12.625,4.025,8.35,0.25,0.32
1879-10-17,45.63,-61.4,4,13.05,1.95,7.525,0.0,0.0
1879-10-18,45.63,-61.4,4,16.675,0.85,8.8,0.0,0.76
1879-10-19,46.15,-60.2,3,15.5333,3.8667,9.7333,6.6,1.7
1879-10-20,45.63,-61.4,4,7.5,0.125,3.85,6.175,0.0
1879-10-21,45.63,-61.4,4,10.3,-1.1,4.625,0.0,0.0
1879-10-22,45.63,-61.4,4,13.6,0.55,7.1,0.0,0.0
1879-10-23,45.63,-61.4,4,17.9,7.5,12.725,13.425,4.7
1879-10-24,45.63,-61.4,4,15.85,2.9,9.4,18.65,1.38
1879-10-25,45.63,-61.4,4,5.975,-2.25,1.9,0.625,0.0
1879-10-26,46.15,-60.2,3,7.8,-6.1333,0.8333,0.0,0.0
1879-10-27,45.63,-61.4,4,13.35,-3.2,5.125,0.0,0.0
1879-10-28,45.63,-61.4,4,13.875,2.375,8.15,0.0,0.13
1879-10-29,45.63,-61.4,4,12.075,6.375,9.25,33.9,1.22
1879-10-30,45.63,-61.4,4,14.45,4.7,9.625,6.75,1.57
1879-10-31,45.63,-61.4,4,12.5,3.45,8.0,0.0,0.0
1879-11-01,46.15,-60.2,4,6.925,0.7,3.825,0.0,0.0
1879-11-02,46.15,-60.2,4,4.325,-3.025,0.675,1.275,0.0
1879-11-03,46.15,-60.2,4,1.825,-3.175,-0.7,8.0,0.0
1879-11-04,46.15,-60.2,4,4.7,-2.1,1.325,3.5,0.0
1879-11-05,46.15,-60.2,4,1.4,-5.0,-1.8,0.075,0.0
1879-11-06,46.15,-60.2,4,0.675,-7.625,-3.5,0.075,0.0
1879-11-07,46.15,-60.2,4,3.05,-8.175,-2.6,0.0,0.0
1879-11-08,46.15,-60.2,4,5.675,-7.225,-0.8,0.0,0.0
1879-11-09,46.15,-60.2,4,9.6,3.625,6.625,0.0,0.0
1879-11-10,46.15,-60.2,4,12.625,6.075,9.375,3.85,1.35
1879-11-11,46.15,-60.2,4,7.25,-1.225,3.025,0.0,0.0
1879-11-12,46.15,-60.2,4,4.85,-1.675,1.6,0.875,0.0
1879-11-13,46.15,-60.2,4,4.725,0.275,2.5,3.25,0.0
1879-11-14,46.15,-60.2,4,5.125,-2.65,1.25,0.0,0.0
1879-11-15,46.15,-60.2,4,14.025,3.75,8.9,1.575,0.89
1879-11-16,46.15,-60.2,4,13.875,1.95,7.95,0.0,0.0
1879-11-17,46.15,-60.2,4,7.5,-0.15,3.7,0.0,0.0
1879-11-18,46.15,-60.2,4,4.3,-2.525,0.9,1.025,0.0
1879-11-19,46.15,-60.2,4,1.975,-2.925,-0.5,19.675,0.0
1879-11-20,46.15,-60.2,4,3.9,-3.775,0.075,12.2,0.0
1879-11-21,46.15,-60.2,4,3.45,-5.0,-0.8,3.8,0.0
1879-11-22,46.15,-60.2,4,-3.2,-11.125,-7.175,0.4,0.0
1879-11-23,46.15,-60.2,4,7.1,-9.175,-1.025,7.55,0.0
1879-11-24,46.15,-60.2,4,7.5,-3.475,2.025,7.425,0.0
1879-11-25,46.15,-60.2,4,3.35,-6.95,-1.85,1.0,0.0
1879-11-26,46.15,-60.2,3,5.0,-1.3,1.8667,3.0667,0.0
1879-11-27,46.15,-60.2,3,0.0333,-4.9667,-2.5,0.0,0.0
1879-11-28,46.15,-60.2,4,6.825,-6.1,0.35,0.325,0.0
1879-11-29,46.15,-60.2,4,12.775,5.55,9.175,5.825,1.16
1879-11-30,46.15,-60.2,4,12.225,-6.8,2.75,10.925,0.0
1879-12-01,46.15,-60.2,4,-1.0,-8.45,-4.775,0.125,0.0
1879-12-02,46.15,-60.2,4,5.4,-2.225,1.6,0.5,0.0
1879-12-03,46.15,-60.2,4,6.275,-0.0,3.15,1.325,0.0
1879-12-04,46.15,-60.2,4,10.55,1.825,6.2,12.15,0.0
1879-12-05,46.15,-60.2,4,3.6,-3.325,0.15,1.2,0.0
1879-12-06,46.15,-60.2,4,2.375,-4.975,-1.325,0.0,0.0
1879-12-07,46.15,-60.2,4,13.05,0.55,6.825,6.475,0.0
1879-12-08,46.15,-60.2,4,9.575,1.85,5.725,3.3,0.0
1879-12-09,46.15,-60.2,4,2.5,-5.0,-1.275,0.0,0.0
1879-12-10,46.15,-60.2,4,0.15,-7.35,-3.65,0.0,0.0
1879-12-11,46.15,-60.2,4,11.375,-1.4,5.0,2.7,0.0
1879-12-12,46.15,-60.2,4,9.325,-1.25,4.05,4.125,0.0
1879-12-13,46.15,-60.2,4,1.525,-7.5,-3.025,0.25,0.0
1879-12-14,46.15,-60.2,3,-0.5667,-8.9,-4.7667,0.8333,0.0
1879-12-15,46.15,-60.2,4,3.875,-4.3,-0.225,12.85,0.0
1879-12-16,46.15,-60.2,4,4.025,-4.725,-0.35,0.325,0.0
1879-12-17,46.15,-60.2,4,-2.075,-7.8,-4.975,2.275,0.0
1879-12-18,46.15,-60.2,4,-4.15,-14.75,-9.475,0.275,0.0
1879-12-19,46.15,-60.2,4,-7.225,-17.375,-12.325,1.025,0.0
1879-12-20,46.15,-60.2,4,0.55,-20.025,-9.75,1.025,0.0
1879-12-21,46.15,-60.2,4,-0.275,-21.25,-10.775,0.825,0.0
1879-12-22,46.15,-60.2,4,-6.95,-23.475,-15.225,2.925,0.0
1879-12-23,46.15,-60.2,4,1.275,-14.725,-6.75,7.55,0.0
1879-12-24,46.15,-60.2,4,-2.075,-11.375,-6.725,5.075,0.0
1879-12-25,46.15,-60.2,4,0.025,-12.65,-6.35,2.0,0.0
1879-12-26,46.15,-60.2,4,-9.725,-21.525,-15.65,0.575,0.0
1879-12-27,46.15,-60.2,4,-9.575,-23.325,-16.45,3.425,0.0
1879-12-28,46.15,-60.2,4,2.05,-17.775,-7.9,1.575,0.0
1879-12-29,46.15,-60.2,4,5.15,-2.1,1.525,3.875,0.0
1879-12-30,46.15,-60.2,3,3.9,-9.9667,-3.0333,3.9667,0.0
1879-12-31,46.15,-60.2,4,-9.45,-21.925,-15.7,3.8,0.0
1880-01-01,46.15,-60.2,4,-4.85,-18.75,-11.825,10.15,0.0
1880-01-02,46.15,-60.2,4,3.6,-11.125,-3.775,0.25,0.0
1880-01-03,46.15,-60.2,4,2.25,-16.25,-7.025,0.5,0.0
1880-01-04,46.15,-60.2,4,3.475,-16.975,-6.775,5.325,0.0
1880-01-05,46.15,-60.2,4,2.625,-9.45,-3.4,0.825,0.0
1880-01-06,46.15,-60.2,4,-0.125,-17.75,-8.95,0.2,0.0
1880-01-07,46.15,-60.2,4,4.575,-8.775,-2.1,7.675,0.0
1880-01-08,46.15,-60.2,4,2.225,-12.625,-5.225,0.0,0.0
1880-01-09,46.15,-60.2,4,0.85,-13.2,-6.175,0.0,0.0
1880-01-10,46.15,-60.2,4,6.95,-3.475,1.75,7.475,0.0
1880-01-11,46.15,-60.2,4,2.375,-8.875,-3.25,0.0,0.0
1880-01-12,46.15,-60.2,4,2.1,-10.55,-4.25,1.025,0.0
1880-01-13,46.15,-60.2,4,1.55,-7.475,-2.975,6.475,0.0
1880-01-14,46.15,-60.2,4,-5.85,-16.675,-11.275,3.475,0.0
1880-01-15,46.15,-60.2,4,-1.95,-18.2,-10.125,0.075,0.0
1880-01-16,46.15,-60.2,3,-0.7333,-7.6,-4.2,0.3667,0.0
1880-01-17,46.15,-60.2,3,2.0333,-2.9667,-0.4333,0.8667,0.0
1880-01-18,46.15,-60.2,4,2.925,-2.775,0.1,1.525,0.0
1880-01-19,46.15,-60.2,4,3.35,-2.65,0.35,23.175,0.0
1880-01-20,46.15,-60.2,4,1.1,-8.75,-3.825,4.45,0.0
1880-01-21,46.15,-60.2,4,3.475,-8.75,-2.675,9.475,0.0
1880-01-22,46.15,-60.2,4,-4.175,-14.175,-9.2,0.0,0.0
1880-01-23,46.15,-60.2,4,6.65,-14.3,-3.825,8.95,0.0
1880-01-24,46.15,-60.2,4,5.3,-0.7,2.325,1.85,0.0
1880-01-25,46.15,-60.2,4,1.4,-7.5,-3.075,0.0,0.0
1880-01-26,46.15,-60.2,3,1.3,-11.6667,-5.2,0.0,0.0
1880-01-27,46.15,-60.2,4,3.45,-9.975,-3.275,0.0,0.0
1880-01-28,46.15,-60.2,4,7.75,1.125,4.45,27.925,0.0
1880-01-29,46.15,-60.2,4,5.0,-13.875,-4.45,1.475,0.0
1880-01-30,46.15,-60.2,4,-3.875,-16.95,-10.425,0.0,0.0
1880-01-31,46.15,-60.2,4,7.775,-4.875,1.475,6.8,0.0
1880-02-01,46.15,-60.2,4,0.825,-8.75,-3.975,2.1,0.0
1880-02-02,46.15,-60.2,4,-8.325,-19.575,-13.975,2.425,0.0
1880-02-03,46.15,-60.2,4,-4.175,-15.825,-10.025,8.0,0.0
1880-02-04,46.15,-60.2,4,2.525,-11.8,-4.675,8.175,0.0
1880-02-05,46.15,-60.2,4,-2.35,-13.075,-7.725,1.075,0.0
1880-02-06,46.15,-60.2,4,1.65,-12.2,-5.275,2.3,0.0
1880-02-07,46.15,-60.2,4,-4.475,-15.55,-10.05,0.125,0.0
1880-02-08,46.15,-60.2,3,-5.7667,-19.9667,-12.9,1.1,0.0
1880-02-09,46.15,-60.2,4,2.9,-15.275,-6.2,1.55,0.0
1880-02-10,46.15,-60.2,4,-10.425,-20.425,-15.45,2.225,0.0
1880-02-11,46.15,-60.2,4,-3.175,-15.85,-9.55,3.05,0.0
1880-02-12,46.15,-60.2,4,3.2,-17.075,-6.95,4.5,0.0
1880-02-13,46.15,-60.2,4,6.0,-1.95,2.05,1.725,0.0
1880-02-14,46.15,-60.2,4,2.225,-8.325,-3.05,9.475,0.0
1880-02-15,46.15,-60.2,4,-4.45,-13.05,-8.775,4.3,0.0
1880-02-16,46.15,-60.2,4,-2.775,-8.05,-5.45,14.725,0.0
1880-02-17,46.15,-60.2,4,-1.275,-11.95,-6.625,0.325,0.0
1880-02-18,46.15,-60.2,4,6.225,-7.925,-0.825,0.2,0.0
1880-02-19,46.15,-60.2,4,6.825,-9.425,-1.325,7.5,0.0
1880-02-20,46.15,-60.2,4,-6.375,-14.475,-10.45,0.2,0.0
1880-02-21,46.15,-60.2,4,1.125,-12.625,-5.75,2.55,0.0
1880-02-22,46.15,-60.2,4,3.325,-5.55,-1.125,9.525,0.0
1880-02-23,46.15,-60.2,4,1.4,-9.15,-3.9,2.425,0.0
1880-02-24,46.15,-60.2,4,-1.55,-10.275,-5.925,6.1,0.0
1880-02-25,46.15,-60.2,4,3.475,-5.575,-1.075,0.0,0.0
1880-02-26,46.15,-60.2,4,6.8,-2.925,1.975,1.325,0.0
1880-02-27,46.15,-60.2,4,6.55,-0.15,3.2,5.85,0.0
1880-02-28,46.15,-60.2,4,5.975,-2.5,1.75,0.0,0.0
1880-02-29,46.15,-60.2,4,8.6,0.975,4.8,18.85,0.0
1880-03-01,46.15,-60.2,4,5.825,-4.425,0.725,0.0,0.0
1880-03-02,46.15,-60.2,4,-3.9,-10.7,-7.325,0.0,0.0
1880-03-03,46.15,-60.2,4,-0.85,-10.575,-5.725,0.0,0.0
1880-03-04,46.15,-60.2,4,5.0,-3.05,1.0,7.75,0.0
1880-03-05,46.15,-60.2,4,4.6,-3.75,0.425,5.325,0.0
1880-03-06,46.15,-60.2,4,-0.825,-8.3,-4.6,6.325,0.0
1880-03-07,46.15,-60.2,4,-1.125,-11.975,-6.6,0.0,0.0
1880-03-08,46.15,-60.2,4,3.075,-12.5,-4.725,1.775,0.0
1880-03-09,46.15,-60.2,4,-8.575,-18.45,-13.55,0.325,0.0
1880-03-10,46.15,-60.2,4,-1.0,-14.45,-7.775,2.65,0.0
1880-03-11,46.15,-60.2,4,-5.0,-17.225,-11.15,0.625,0.0
1880-03-12,46.15,-60.2,4,-6.525,-22.475,-14.525,1.0,0.0
1880-03-13,46.15,-60.2,4,-7.65,-18.325,-13.0,0.125,0.0
1880-03-14,46.15,-60.2,4,-4.45,-18.75,-11.625,2.925,0.0
1880-03-15,46.15,-60.2,4,-3.475,-12.8,-8.15,0.625,0.0
1880-03-16,46.15,-60.2,4,-2.5,-16.675,-9.6,4.9,0.0
1880-03-17,46.15,-60.2,4,-3.325,-10.0,-6.675,4.25,0.0
1880-03-18,46.15,-60.2,4,-2.525,-14.55,-8.575,0.0,0.0
1880-03-19,46.15,-60.2,4,1.525,-12.5,-5.525,0.375,0.0
1880-03-20,46.15,-60.2,4,-0.15,-8.625,-4.425,0.0,0.0
1880-03-21,46.15,-60.2,4,1.1,-13.025,-6.0,0.0,0.0
1880-03-22,46.15,-60.2,4,3.075,-8.225,-2.575,0.75,0.0
1880-03-23,46.15,-60.2,4,2.925,-4.725,-0.925,1.6,0.0
1880-03-24,46.15,-60.2,4,1.675,-5.825,-2.1,2.55,0.0
1880-03-25,46.15,-60.2,4,1.55,-4.05,-1.275,14.675,0.0
1880-03-26,46.15,-60.2,4,-2.1,-8.475,-5.3,4.825,0.0
1880-03-27,46.15,-60.2,4,-1.95,-16.1,-9.05,0.0,0.0
1880-03-28,46.15,-60.2,4,0.0,-14.15,-7.1,3.925,0.0
1880-03-29,46.15,-60.2,4,0.125,-12.075,-5.975,0.075,0.0
1880-03-30,46.15,-60.2,4,0.675,-7.35,-3.35,3.05,0.0
1880-03-31,46.15,-60.2,4,1.25,-2.5,-0.65,15.375,0.0
1880-04-01,46.15,-60.2,4,-0.025,-4.475,-2.275,5.85,0.0
1880-04-02,46.15,-60.2,4,4.45,-8.775,-2.175,0.0,0.0
1880-04-03,46.15,-60.2,4,10.4,-9.875,0.275,0.2,0.0
1880-04-04,46.15,-60.2,4,8.2,2.225,5.225,8.75,0.0
1880-04-05,46.15,-60.2,4,10.0,3.475,6.775,10.425,0.0
1880-04-06,46.15,-60.2,4,7.35,-0.125,3.625,0.075,0.0
1880-04-07,46.15,-60.2,4,2.5,-4.75,-1.125,3.375,0.0
1880-04-08,46.15,-60.2,4,-0.425,-7.475,-3.975,0.075,0.0
1880-04-09,46.15,-60.2,4,3.625,-6.25,-1.3,0.25,0.0
1880-04-10,46.15,-60.2,4,7.5,-1.5,3.025,0.0,0.0
1880-04-11,46.15,-60.2,4,11.375,-0.425,5.5,1.975,0.0
1880-04-12,46.15,-60.2,4,4.15,-6.125,-1.0,0.0,0.0
1880-04-13,46.15,-60.2,4,4.025,-6.55,-1.3,0.0,0.0
1880-04-14,46.15,-60.2,4,6.25,-2.775,1.725,0.075,0.0
1880-04-15,46.15,-60.2,4,7.2,-2.2,2.525,0.075,0.0
1880-04-16,46.15,-60.2,4,11.95,0.125,6.075,0.375,0.0
1880-04-17,46.15,-60.2,4,3.2,-2.775,0.225,5.9,0.0
1880-04-18,46.15,-60.2,4,1.125,-2.5,-0.7,3.375,0.0
1880-04-19,46.15,-60.2,4,8.475,-4.275,2.1,0.0,0.0
1880-04-20,46.15,-60.2,4,10.4,1.125,5.775,0.7,0.0
1880-04-21,46.15,-60.2,4,14.15,1.8,8.0,2.225,0.0
1880-04-22,46.15,-60.2,4,15.125,-1.125,7.05,0.0,0.0
1880-04-23,46.15,-60.2,4,7.925,-1.25,3.35,2.325,0.0
1880-04-24,46.15,-60.2,4,6.65,-3.9,1.4,0.0,0.0
1880-04-25,46.15,-60.2,4,9.425,-3.075,3.175,0.0,0.0
1880-04-26,46.15,-60.2,4,7.775,-0.975,3.425,5.325,0.0
1880-04-27,46.15,-60.2,4,12.25,2.075,7.175,2.025,0.0
1880-04-28,46.15,-60.2,4,7.1,-1.95,2.6,0.0,0.0
1880-04-29,46.15,-60.2,4,11.4,-2.625,4.4,0.0,0.0
1880-04-30,46.15,-60.2,4,11.1,2.625,6.875,22.75,0.0
1880-05-01,46.15,-60.2,3,10.3667,0.7667,5.5667,0.4333,0.0
1880-05-02,46.15,-60.2,4,8.45,-0.85,3.825,0.525,0.0
1880-05-03,46.15,-60.2,4,11.95,1.8,6.875,0.0,0.0
1880-05-04,46.15,-60.2,4,13.175,3.175,8.2,1.725,0.18
1880-05-05,46.15,-60.2,4,15.275,1.95,8.65,0.0,0.61
