date,group_size,avg_max_temp,avg_min_temp,avg_mean_temp,avg_total_precip,degree_days
1946-06-19,27,20.137,3.6333,11.9185,0.0111,3.89
1946-06-20,27,26.3333,7.5852,16.9852,0.0407,8.96
1946-06-21,27,21.5296,12.3667,16.9741,0.7074,8.95
1946-06-22,27,24.8407,11.9333,18.4148,0.5556,10.39
1946-06-23,25,26.844,11.46,19.18,0.0,11.15
1946-06-24,27,28.1074,12.1667,20.1593,1.7667,12.14
1946-06-25,27,23.1222,11.9667,17.5667,0.7481,9.54
1946-06-26,27,28.663,12.163,20.437,0.0,12.41
1946-06-27,27,31.7852,14.9593,23.3963,0.0,15.37
1946-06-28,27,30.7926,13.8481,22.3481,0.0556,14.32
1946-06-29,27,28.0222,14.6704,21.3815,1.7333,13.35
1946-06-30,25,27.868,13.54,20.728,0.052,12.7
1946-07-01,26,26.8769,15.6077,21.2731,0.7154,13.24
1946-07-02,27,21.8889,15.463,18.7,10.5,10.68
1946-07-03,27,24.1481,8.3593,16.2852,0.3296,8.25
1946-07-04,27,24.3852,8.5,16.463,1.3556,8.44
1946-07-05,27,23.3259,6.9259,15.1556,0.0481,7.13
1946-07-06,27,26.9889,12.1593,19.5926,4.637,11.57
1946-07-07,25,20.668,11.768,16.244,2.248,8.22
1946-07-08,27,20.8852,8.2889,14.6222,1.1481,6.59
1946-07-09,27,21.2148,8.1259,14.6963,5.3296,6.67
1946-07-10,27,20.2296,11.9889,16.1222,0.9926,8.11
1946-07-11,27,25.3296,10.2963,17.8296,0.1037,9.81
1946-07-12,27,22.3296,11.237,16.8037,0.3963,8.78
1946-07-13,27,25.0444,12.4148,18.7519,0.4704,10.73
1946-07-14,25,25.328,8.892,17.136,1.812,9.11
1946-07-15,27,20.0222,10.1667,15.1222,1.2778,7.09
1946-07-16,27,23.4593,4.9593,14.2296,0.0,6.21
1946-07-17,27,26.3593,7.5556,16.9778,0.0,8.96
1946-07-18,27,28.9963,9.7593,19.4111,0.0,11.38
1946-07-19,27,30.3593,14.7556,22.5815,3.8667,14.56
1946-07-20,27,23.1037,13.1593,18.1593,2.7852,10.13
1946-07-21,25,20.776,10.196,15.508,4.16,7.49
1946-07-22,27,18.6444,12.5296,15.6111,1.5333,7.59
1946-07-23,27,23.0926,13.5,18.3148,1.6407,10.3
1946-07-24,27,26.2444,15.3111,20.8037,3.9963,12.78
1946-07-25,27,24.7444,14.6148,19.7,2.0407,11.68
1946-07-26,27,23.1037,11.5815,17.3778,0.263,9.34
1946-07-27,27,24.0074,7.563,15.8111,0.0,7.79
1946-07-28,25,27.052,7.876,17.484,0.0,9.46
1946-07-29,27,27.4963,11.3148,19.4296,1.0593,11.41
1946-07-30,27,25.9667,12.2222,19.1185,0.0481,11.09
1946-07-31,27,25.1259,10.1852,17.6852,0.0,9.66
1946-08-01,26,25.0615,9.5577,17.3346,0.0,9.31
1946-08-02,26,25.4231,9.9154,17.6962,1.0231,9.67
1946-08-03,26,20.9346,12.7577,16.8731,0.6962,8.85
1946-08-04,24,26.3625,13.1,19.7542,0.5625,11.73
1946-08-05,26,26.7731,13.5115,20.1654,0.75,12.14
1946-08-06,26,29.25,12.0231,20.6654,0.0962,12.64
1946-08-07,26,27.2077,11.8846,19.5731,7.5731,11.55
1946-08-08,26,25.5538,14.1192,19.8577,1.7692,11.84
1946-08-09,26,28.7231,12.8231,20.7962,0.7538,12.77
1946-08-10,26,28.1423,14.95,21.5692,1.6885,13.55
1946-08-11,24,25.2833,15.9,20.6167,0.3417,12.59
1946-08-12,26,24.8962,10.5962,17.7692,0.0,9.75
1946-08-13,26,23.8038,7.5731,15.7192,0.9308,7.69
1946-08-14,26,20.8538,9.2154,15.0577,5.5923,7.03
1946-08-15,26,24.3385,10.9,17.6423,0.9692,9.62
1946-08-16,26,25.8269,10.1308,18.0077,2.0577,9.98
1946-08-17,26,19.9615,14.2577,17.1269,2.15,9.11
1946-08-18,24,22.9333,12.0833,17.5292,0.2125,9.51
1946-08-19,26,22.7615,5.8731,14.3462,5.6077,6.32
1946-08-20,26,19.6769,10.5577,15.1385,4.7692,7.12
1946-08-21,26,24.3808,11.3423,17.8885,0.1077,9.86
1946-08-22,26,22.2846,10.1423,16.2308,0.0115,8.21
1946-08-23,26,22.95,9.9769,16.4923,5.9808,8.46
1946-08-24,26,19.4731,12.8154,16.1654,6.6,8.14
1946-08-25,24,20.7542,12.8458,16.825,6.2125,8.8
1946-08-26,26,19.4,13.1,16.2769,3.1269,8.25
1946-08-27,26,19.5731,11.7923,15.7,3.2154,7.68
1946-08-28,25,21.372,12.208,16.816,3.532,8.79
1946-08-29,25,22.68,12.736,17.732,4.288,9.71
1946-08-30,25,19.644,9.716,14.704,0.808,6.68
1946-08-31,25,18.508,4.152,11.348,0.408,3.33
1946-09-01,24,23.9833,4.5542,14.2958,0.0542,6.27
1946-09-02,25,21.956,9.552,15.776,0.86,7.75
1946-09-03,26,20.7962,8.3615,14.6,0.0962,6.58
1946-09-04,26,20.7731,3.6231,12.2154,0.0,4.2
1946-09-05,26,21.3077,3.6346,12.4962,0.0,4.47
1946-09-06,26,22.1538,4.9192,13.5654,0.3077,5.54
1946-09-07,26,23.2077,10.7231,16.9885,0.4154,8.97
1946-09-08,24,20.3625,8.3333,14.3625,0.0,6.35
1946-09-09,26,19.9346,3.1462,11.5808,0.3769,3.54
1946-09-10,26,18.7346,9.5846,14.1846,8.1346,6.16
1946-09-11,26,23.0154,11.9462,17.5115,3.0038,9.48
1946-09-12,26,16.4,2.6269,9.5385,0.05,1.51
1946-09-13,26,18.2654,0.8615,9.5808,0.0,1.56
1946-09-14,26,20.7808,2.2808,11.5538,2.3269,3.53
1946-09-15,23,20.2696,7.0043,13.6652,2.9174,5.64
1946-09-16,26,25.6962,6.4385,16.0923,0.2577,8.07
1946-09-17,26,21.2038,8.9077,15.0885,0.2654,7.06
1946-09-18,26,21.0423,1.6,11.35,0.0,3.32
1946-09-19,26,28.8346,7.4115,18.1423,0.0,10.12
1946-09-20,26,26.0885,11.2923,18.7192,0.0,10.69
1946-09-21,26,23.3346,10.6269,17.0,0.0308,8.98
1946-09-22,24,20.8208,12.4292,16.6458,2.3625,8.63
1946-09-23,26,22.2846,14.1308,18.2308,0.4731,10.21
1946-09-24,26,21.75,14.7077,18.2577,0.2154,10.23
1946-09-25,26,20.8462,14.4423,17.6692,9.3346,9.64
1946-09-26,26,21.5538,11.4654,16.5462,0.4885,8.51
1946-09-27,26,22.6462,8.5846,15.6346,0.0115,7.62
1946-09-28,26,23.4808,4.7462,14.1346,0.0115,6.11
1946-09-29,24,20.8542,7.7583,14.3208,0.025,6.31
1946-09-30,26,21.8154,9.7769,15.8154,12.5538,7.8
1946-10-01,25,18.128,9.736,13.952,1.784,5.93
1946-10-02,25,13.064,3.704,8.412,2.164,0.38
1946-10-03,25,14.088,3.268,8.692,0.428,0.68
1946-10-04,24,19.925,2.5792,11.2875,0.0,3.25
1946-10-05,24,24.8,5.7792,15.3083,0.0,7.29
1946-10-06,23,24.7,11.3522,18.0565,0.0348,10.03
1946-10-07,25,21.76,8.332,15.068,1.336,7.05
1946-10-08,25,12.224,0.996,6.636,0.532,0.0
1946-10-09,25,14.636,-1.968,6.36,0.0,0.0
1946-10-10,25,18.844,0.064,9.476,0.012,1.45
1946-10-11,25,19.764,0.116,9.972,0.0,1.94
1946-10-12,25,20.82,2.34,11.604,1.516,3.58
1946-10-13,23,17.8652,7.3217,12.6087,6.8261,4.59
1946-10-14,25,13.116,-0.104,6.532,0.0,0.0
1946-10-15,25,12.844,-1.66,5.616,0.0,0.0
1946-10-16,25,17.248,-1.86,7.72,0.948,0.0
1946-10-17,24,12.5708,5.1917,8.9083,4.6583,0.88
1946-10-18,25,12.248,1.372,6.832,17.364,0.0
1946-10-19,25,11.948,2.708,7.352,2.512,0.0
1946-10-20,22,7.9045,-2.9409,2.5091,0.0,0.0
1946-10-21,25,11.268,-5.36,2.968,0.0,0.0
1946-10-22,25,15.54,-3.0,6.292,0.012,0.0
1946-10-23,24,16.25,-1.8542,7.225,0.0,0.0
1946-10-24,25,17.62,-0.148,8.764,0.012,0.74
1946-10-25,25,17.076,-0.58,8.276,0.0,0.25
1946-10-26,25,18.332,4.512,11.448,0.14,3.42
1946-10-27,23,19.4391,7.1174,13.3043,0.0,5.28
1946-10-28,25,13.664,1.448,7.576,0.172,0.0
1946-10-29,25,15.432,1.492,8.492,3.216,0.46
1946-10-30,24,10.25,2.1208,6.2125,6.9833,0.0
1946-10-31,23,14.4478,1.7391,8.1217,1.7826,0.09
1946-11-01,27,10.1259,2.0407,6.1074,0.0778,0.0
1946-11-02,27,6.7,-2.2037,2.2667,0.2667,0.0
1946-11-03,25,7.848,0.356,4.128,4.312,0.0
1946-11-04,27,10.1815,3.1778,6.7037,3.2333,0.0
1946-11-05,27,4.9815,-0.9852,2.0259,0.1926,0.0
1946-11-06,27,2.2815,-4.3407,-1.0519,0.0963,0.0
1946-11-07,27,4.8519,-4.463,0.1963,0.0,0.0
1946-11-08,27,6.4,-5.7222,0.3444,4.4519,0.0
1946-11-09,28,5.0,-0.8464,2.0964,5.9393,0.0
1946-11-10,26,6.9808,-1.4077,2.8115,0.5346,0.0
1946-11-11,28,8.1607,0.6643,4.4321,5.4357,0.0
1946-11-12,28,10.3643,4.6357,7.5286,10.4857,0.0
1946-11-13,28,6.7643,-1.1714,2.8214,0.5357,0.0
1946-11-14,28,5.3643,-5.0357,0.1679,0.0,0.0
1946-11-15,27,5.2407,-4.7037,0.2741,0.0,0.0
1946-11-16,27,5.6556,-4.7704,0.4556,0.0,0.0
1946-11-17,26,8.4385,-4.9423,1.7615,0.0,0.0
1946-11-18,28,4.3643,-3.6071,0.3893,0.0107,0.0
1946-11-19,28,6.0464,-7.975,-0.975,0.0,0.0
1946-11-20,28,8.4964,-4.0643,2.2321,0.0,0.0
1946-11-21,28,4.2464,-6.6357,-1.1929,0.6179,0.0
1946-11-22,28,7.8536,-3.6143,2.125,12.2857,0.0
1946-11-23,28,3.0036,-4.3536,-0.6893,3.2393,0.0
1946-11-24,26,3.4731,-8.8654,-2.7115,0.0,0.0
1946-11-25,28,8.65,-3.9429,2.3679,1.225,0.0
1946-11-26,28,8.8893,2.2179,5.5786,14.0714,0.0
1946-11-27,28,8.3786,1.8393,5.1357,2.95,0.0
1946-11-28,28,0.4107,-5.375,-2.4857,1.1464,0.0
1946-11-29,28,-1.85,-10.1857,-6.0464,3.5286,0.0
1946-11-30,28,-0.45,-15.775,-8.1393,3.0821,0.0
1946-12-01,25,2.54,-9.784,-3.624,10.3,0.0
1946-12-02,27,-6.6074,-12.5704,-9.6148,0.6111,0.0
1946-12-03,27,-5.5,-14.8926,-10.2259,0.2889,0.0
1946-12-04,27,-2.037,-12.9852,-7.5407,0.7333,0.0
1946-12-05,27,-3.5815,-14.8519,-9.2407,1.3556,0.0
1946-12-06,27,-2.1778,-15.2222,-8.7296,0.0,0.0
1946-12-07,27,4.7407,-14.4296,-4.863,0.6593,0.0
1946-12-08,25,5.212,-3.172,1.036,0.508,0.0
1946-12-09,27,0.6,-7.4074,-3.4222,9.1111,0.0
1946-12-10,27,4.4185,-4.163,0.1333,7.8556,0.0
1946-12-11,27,4.7815,-2.2852,1.2593,0.7704,0.0
1946-12-12,27,5.9333,-10.0,-2.0407,6.2556,0.0
1946-12-13,27,7.863,-4.3259,1.7889,5.0111,0.0
1946-12-14,27,-4.5148,-10.8963,-7.7222,0.0778,0.0
1946-12-15,25,-6.62,-14.084,-10.38,0.0,0.0
1946-12-16,27,-9.0296,-15.8556,-12.4741,0.0,0.0
1946-12-17,26,5.0962,-15.4692,-5.2077,1.9923,0.0
1946-12-18,27,0.9741,-7.5407,-3.3037,0.0481,0.0
1946-12-19,27,-3.0296,-12.0259,-7.5556,0.0,0.0
1946-12-20,27,-2.537,-15.1185,-8.8481,2.1852,0.0
1946-12-21,27,1.5815,-11.0407,-4.7444,22.8333,0.0
1946-12-22,25,2.732,-4.3,-0.796,4.536,0.0
1946-12-23,27,0.1815,-8.6481,-4.2481,2.8667,0.0
1946-12-24,27,1.6852,-10.9481,-4.6556,0.7926,0.0
1946-12-25,24,-1.9375,-10.1875,-6.0792,0.1375,0.0
1946-12-26,26,-6.6769,-20.2846,-13.5077,3.0962,0.0
1946-12-27,26,-17.6231,-25.5731,-21.6308,0.1692,0.0
1946-12-28,27,-15.1778,-25.2444,-20.2333,1.5741,0.0
1946-12-29,26,-3.4308,-19.7462,-11.6154,9.1385,0.0
1946-12-30,27,-2.4593,-14.163,-8.3333,0.7741,0.0
1946-12-31,26,-9.9154,-19.8115,-14.8885,0.0,0.0
1947-01-01,24,-12.8333,-22.6625,-17.7708,1.1333,0.0
1947-01-02,27,-6.6667,-22.063,-14.3815,6.963,0.0
1947-01-03,26,-6.9385,-14.1885,-10.5808,3.3538,0.0
1947-01-04,26,-8.5731,-21.1615,-14.8923,0.9115,0.0
1947-01-05,24,-3.4292,-18.1542,-10.8208,0.4958,0.0
1947-01-06,26,-6.8615,-16.4923,-11.6962,0.0,0.0
1947-01-07,26,0.6615,-19.1154,-9.2538,0.9731,0.0
1947-01-08,26,-2.9423,-12.3615,-7.6808,0.45,0.0
1947-01-09,26,-11.3308,-22.3115,-16.85,0.0,0.0
1947-01-10,26,-17.3077,-25.9538,-21.6615,0.0,0.0
1947-01-11,26,-7.1538,-26.9192,-17.0615,2.5808,0.0
1947-01-12,24,-4.2333,-17.3833,-10.8292,0.1042,0.0
1947-01-13,26,-12.4269,-22.1192,-17.3038,0.0,0.0
1947-01-14,26,-3.5846,-25.8462,-14.7462,0.1846,0.0
1947-01-15,26,3.7769,-13.2231,-4.7423,15.3769,0.0
1947-01-16,26,2.7231,-3.4,-0.3423,3.9115,0.0
1947-01-17,27,-0.2889,-6.6074,-3.4704,0.7741,0.0
1947-01-18,27,-1.4185,-11.9889,-6.7222,1.5519,0.0
1947-01-19,24,-7.6875,-23.6167,-15.675,0.2875,0.0
1947-01-20,26,4.7192,-18.7538,-7.0385,13.5615,0.0
1947-01-21,27,6.9963,-7.5741,-0.2926,4.5593,0.0
1947-01-22,26,-8.8692,-17.9962,-13.4577,0.3038,0.0
1947-01-23,26,-13.0,-22.2846,-17.6731,0.0,0.0
1947-01-24,26,1.3654,-23.3769,-11.0269,2.4654,0.0
1947-01-25,27,1.4926,-7.8963,-3.2,3.2852,0.0
1947-01-26,25,-0.704,-5.464,-3.112,1.688,0.0
1947-01-27,26,0.4154,-4.1462,-1.8885,5.0885,0.0
1947-01-28,26,3.0385,-2.6769,0.1846,0.9346,0.0
1947-01-29,26,-0.1692,-4.6346,-2.4231,0.1308,0.0
1947-01-30,26,2.2846,-8.0769,-2.9,9.0038,0.0
1947-01-31,27,4.6519,-6.4296,-0.8852,4.237,0.0
1947-02-01,25,-1.028,-8.644,-4.856,0.0,0.0
1947-02-02,23,-5.1478,-16.1609,-10.6739,0.0,0.0
1947-02-03,25,-5.668,-15.248,-10.48,0.0,0.0
1947-02-04,25,4.408,-11.34,-3.484,3.304,0.0
1947-02-05,26,6.45,-3.2654,1.6,35.5077,0.0
1947-02-06,25,-1.22,-8.448,-4.848,2.384,0.0
1947-02-07,25,-0.36,-13.62,-7.016,5.012,0.0
1947-02-08,26,2.1231,-5.9269,-1.9115,17.1577,0.0
1947-02-09,24,-2.4792,-8.7792,-5.6542,5.5375,0.0
1947-02-10,26,-3.6231,-10.9154,-7.2962,0.3038,0.0
1947-02-11,25,-4.876,-12.688,-8.812,0.052,0.0
1947-02-12,25,-5.676,-15.532,-10.628,0.0,0.0
1947-02-13,25,-4.108,-14.12,-9.14,0.0,0.0
1947-02-14,25,-0.676,-13.84,-7.288,0.248,0.0
1947-02-15,25,2.616,-7.048,-2.228,1.44,0.0
1947-02-16,24,2.9708,-1.0125,0.9833,16.7375,0.0
1947-02-17,25,0.744,-2.28,-0.772,5.472,0.0
1947-02-18,26,1.6808,-2.3077,-0.3192,2.7808,0.0
1947-02-19,25,-1.18,-8.952,-5.092,0.0,0.0
1947-02-20,25,-5.98,-17.9,-11.96,0.304,0.0
1947-02-21,26,-2.3192,-16.3462,-9.3577,11.1692,0.0
1947-02-22,25,-0.064,-10.18,-5.14,5.764,0.0
1947-02-23,24,-0.8542,-6.9542,-3.9292,4.3292,0.0
1947-02-24,25,-1.58,-12.612,-7.12,3.948,0.0
1947-02-25,26,-2.3115,-17.1,-9.7231,1.5269,0.0
1947-02-26,25,0.184,-12.888,-6.38,1.036,0.0
1947-02-27,26,-0.0231,-10.5192,-5.3,0.5154,0.0
1947-02-28,25,-1.644,-13.012,-7.348,0.188,0.0
1947-03-01,26,0.4615,-16.1538,-7.8692,0.0,0.0
1947-03-02,24,1.6417,-15.8875,-7.1458,2.8292,0.0
1947-03-03,27,2.0259,-3.7259,-0.8556,14.5704,0.0
1947-03-04,27,2.4296,-2.2852,0.0778,4.0,0.0
1947-03-05,28,2.4036,-5.8964,-1.7679,2.0679,0.0
1947-03-06,27,3.1556,-3.063,0.0481,0.5407,0.0
1947-03-07,27,3.9852,-2.9037,0.5407,0.4741,0.0
1947-03-08,26,2.8038,-0.9385,0.9538,1.1808,0.0
1947-03-09,25,2.492,-1.532,0.492,4.596,0.0
1947-03-10,26,2.6231,-3.6346,-0.5077,0.0,0.0
1947-03-11,26,1.0423,-9.3538,-4.1808,0.0,0.0
1947-03-12,26,4.7269,-14.4,-4.8538,0.0,0.0
1947-03-13,25,7.516,-10.672,-1.588,0.24,0.0
1947-03-14,27,4.7926,-2.1222,1.3481,19.5407,0.0
1947-03-15,26,5.2846,-1.0885,2.1077,2.2308,0.0
1947-03-16,24,2.0208,-4.9917,-1.5083,0.275,0.0
1947-03-17,26,2.4192,-8.9923,-3.3077,0.1962,0.0
1947-03-18,26,1.0615,-7.9154,-3.4538,0.0,0.0
1947-03-19,25,2.34,-8.308,-3.016,0.0,0.0
1947-03-20,25,6.2,-10.092,-1.96,0.0,0.0
1947-03-21,26,3.4654,-6.9731,-1.7654,0.0,0.0
1947-03-22,26,1.9808,-7.6231,-2.8423,0.0,0.0
1947-03-23,23,7.7,-6.3435,0.6913,0.0,0.0
1947-03-24,25,10.332,-2.556,3.908,0.032,0.0
1947-03-25,24,7.6958,-0.7833,3.4792,5.05,0.0
1947-03-26,25,2.048,-4.312,-1.14,0.72,0.0
1947-03-27,25,-1.952,-12.728,-7.368,0.032,0.0
1947-03-28,27,0.1074,-11.5852,-5.7667,0.1667,0.0
1947-03-29,25,2.552,-11.96,-4.728,0.66,0.0
1947-03-30,24,2.3542,-8.1292,-2.9,2.275,0.0
1947-03-31,26,3.2423,-8.1231,-2.4538,0.2923,0.0
1947-04-01,27,7.3185,-7.1741,0.0741,0.2185,0.0
1947-04-02,27,6.4593,-4.1741,1.1481,0.0,0.0
1947-04-03,27,2.4407,-9.0259,-3.3111,0.0,0.0
1947-04-04,27,4.7407,-6.9889,-1.137,0.0296,0.0
1947-04-05,27,8.5185,-7.7333,0.4,6.0926,0.0
1947-04-06,25,8.256,-0.576,3.864,7.72,0.0
1947-04-07,26,8.1885,1.6885,4.9577,0.2462,0.0
1947-04-08,27,4.2704,-3.0778,0.6074,0.0185,0.0
1947-04-09,27,4.4222,-7.9852,-1.8,0.1889,0.0
1947-04-10,27,10.1444,-4.1444,3.0185,0.4148,0.0
1947-04-11,28,10.1571,1.4714,5.8464,5.6857,0.0
1947-04-12,28,6.6821,-0.8321,2.9464,8.3964,0.0
1947-04-13,26,0.8346,-5.4077,-2.3038,1.2962,0.0
1947-04-14,27,4.5741,-7.1185,-1.2815,2.1407,0.0
1947-04-15,27,10.163,-2.4519,3.8704,1.3,0.0
1947-04-16,28,4.575,-5.3429,-0.3857,8.0357,0.0
1947-04-17,28,5.4857,-2.4429,1.5429,2.6786,0.0
1947-04-18,27,9.6519,-3.6741,3.0111,0.6333,0.0
1947-04-19,28,6.1714,-1.8036,2.1964,0.4143,0.0
1947-04-20,25,5.376,-6.784,-0.704,0.0,0.0
1947-04-21,27,2.1815,-7.3407,-2.6,0.0,0.0
1947-04-22,27,7.7815,-5.9667,0.9148,0.0,0.0
1947-04-23,27,9.5074,-4.3556,2.6148,1.6556,0.0
1947-04-24,26,11.0923,0.9654,6.0577,3.8808,0.0
1947-04-25,25,8.628,-0.76,3.952,0.152,0.0
1947-04-26,25,8.152,-3.756,2.224,0.112,0.0
1947-04-27,24,7.8917,-1.6917,3.1167,8.9042,0.0
1947-04-28,27,1.8296,-6.8037,-2.5037,0.8815,0.0
1947-04-29,28,3.7964,-10.3786,-3.3107,3.225,0.0
1947-04-30,27,7.7296,-4.7296,1.5148,13.3222,0.0
1947-05-01,26,3.3308,-1.4038,0.9731,13.8385,0.0
1947-05-02,26,4.4538,-0.9269,1.7846,2.2538,0.0
1947-05-03,26,7.6577,-0.1038,3.8038,5.4308,0.0
1947-05-04,24,15.9917,2.9583,9.4875,6.8667,1.47
1947-05-05,26,15.7038,6.9231,11.3346,10.8538,3.31
1947-05-06,26,14.0846,6.3577,10.2462,4.3115,2.22
1947-05-07,26,17.95,4.7423,11.3769,4.4,3.35
1947-05-08,26,11.75,4.85,8.3231,0.7346,0.3
1947-05-09,26,7.5308,1.3538,4.4654,0.0692,0.0
1947-05-10,26,12.4,-1.4154,5.5231,0.0,0.0
1947-05-11,24,16.8083,1.6625,9.2625,0.0,1.24
1947-05-12,26,18.2077,1.6769,9.9692,0.1385,1.94
1947-05-13,26,17.8615,5.3577,11.6346,1.9231,3.61
1947-05-14,26,10.25,-1.5808,4.3538,0.0,0.0
1947-05-15,27,14.6852,-3.9037,5.4111,0.0,0.0
1947-05-16,26,13.6962,0.6308,7.1923,0.6846,0.0
1947-05-17,26,17.1654,4.4038,10.8115,0.1769,2.78
1947-05-18,24,20.0167,2.15,11.1,1.4042,3.08
1947-05-19,27,19.3259,4.2926,11.8407,0.3889,3.81
1947-05-20,27,13.2222,5.5259,9.4074,7.4148,1.37
1947-05-21,27,17.8407,5.2815,11.5815,3.8593,3.56
1947-05-22,27,18.2222,7.7519,13.0148,2.4222,4.99
1947-05-23,26,20.2038,4.6115,12.4269,0.1577,4.41
1947-05-24,26,20.3462,7.3885,13.8923,0.4192,5.87
1947-05-25,25,18.9,4.948,11.944,24.74,3.92
1947-05-26,27,19.3481,6.9296,13.1593,9.1852,5.14
1947-05-27,27,21.2926,5.6926,13.5259,0.437,5.49
1947-05-28,26,16.8846,5.5692,11.25,2.2731,3.23
1947-05-29,26,16.0615,7.2385,11.6808,4.9654,3.65
1947-05-30,27,16.7704,8.3037,12.563,3.9704,4.54
1947-05-31,27,17.5926,3.5852,10.6185,0.1111,2.59
1947-06-01,25,19.056,3.36,11.244,2.256,3.21
1947-06-02,27,15.9667,8.1296,12.0741,8.2741,4.05
1947-06-03,27,11.9333,4.9481,8.4667,37.0074,0.44
1947-06-04,27,16.8852,1.6148,9.2778,0.0481,1.25
1947-06-05,27,17.0593,2.4111,9.7704,4.0,1.74
1947-06-06,27,15.9667,7.363,11.6889,2.963,3.66
1947-06-07,27,18.2,4.1111,11.1815,0.0,3.16
1947-06-08,25,15.38,2.524,8.984,3.332,0.95
1947-06-09,27,10.0185,4.9852,7.5259,18.4148,0.0
1947-06-10,27,13.1741,5.2778,9.2556,0.8481,1.23
1947-06-11,27,19.9815,6.7704,13.4037,0.2741,5.38
1947-06-12,27,21.7667,8.6037,15.2111,0.1815,7.19
1947-06-13,27,23.7407,6.9407,15.3593,0.0,7.34
1947-06-14,27,22.2259,9.2185,15.7481,15.2889,7.72
1947-06-15,25,16.196,8.036,12.144,8.04,4.12
1947-06-16,27,17.8963,7.1074,12.5259,0.8407,4.5
1947-06-17,27,18.1111,6.1889,12.1704,0.0111,4.15
1947-06-18,27,17.5259,6.7815,12.1815,5.6333,4.15
1947-06-19,27,14.5556,8.5333,11.5741,4.2667,3.54
1947-06-20,27,20.2037,6.4963,13.3741,0.0185,5.35
1947-06-21,27,24.5667,5.0481,14.8333,0.0,6.81
1947-06-22,25,27.816,6.644,17.26,0.0,9.23
1947-06-23,27,29.5704,8.0852,18.8556,0.0185,10.83
1947-06-24,27,29.0556,9.6037,19.3556,0.4296,11.33
1947-06-25,27,19.3148,12.1296,15.7481,1.0926,7.72
1947-06-26,27,24.1778,12.4111,18.3222,0.6519,10.29
1947-06-27,27,26.3593,13.1815,19.7963,3.0815,11.77
1947-06-28,27,26.9704,12.9037,19.9704,2.1074,11.94
1947-06-29,26,31.1462,14.1346,22.6538,0.3808,14.64
1947-06-30,26,27.2731,16.1038,21.7231,3.2577,13.69
1947-07-01,25,25.604,16.332,20.984,3.64,12.97
1947-07-02,26,23.2231,15.5769,19.4231,7.4692,11.4
1947-07-03,26,25.2115,12.3654,18.8077,0.0,10.79
1947-07-04,26,23.1577,10.2769,16.7308,11.4615,8.72
1947-07-05,26,19.6846,12.7731,16.25,8.3423,8.23
1947-07-06,24,23.5917,12.2167,17.9292,0.0125,9.9
1947-07-07,26,25.7923,13.8731,19.8538,3.9077,11.83
1947-07-08,26,23.1654,13.8923,18.5538,1.8423,10.53
1947-07-09,26,25.7692,13.9962,19.9038,0.1,11.88
1947-07-10,26,30.0192,14.8808,22.4692,0.0115,14.45
1947-07-11,26,28.2115,14.5308,21.4,0.7654,13.37
1947-07-12,26,27.6885,16.6462,22.1885,4.9808,14.17
1947-07-13,24,26.0875,15.5625,20.85,1.9125,12.82
1947-07-14,26,26.9423,14.5346,20.7654,0.0308,12.74
1947-07-15,26,30.6269,15.2,22.9385,0.5962,14.91
1947-07-16,26,28.4577,16.5962,22.5538,0.3423,14.53
1947-07-17,26,28.2462,18.1962,23.2462,1.6885,15.22
1947-07-18,26,25.3462,18.3962,21.8962,1.5885,13.87
1947-07-19,27,24.5519,17.3593,20.9815,4.5889,12.96
1947-07-20,25,24.676,15.028,19.876,0.976,11.85
1947-07-21,27,22.9074,14.7778,18.8593,5.8074,10.84
1947-07-22,26,25.4615,16.6,21.05,6.8077,13.03
1947-07-23,27,26.4852,18.3481,22.4407,5.4963,14.42
1947-07-24,26,25.0462,16.8154,20.9577,0.0692,12.93
1947-07-25,26,24.9692,13.3538,19.1885,0.0692,11.16
1947-07-26,26,26.7385,12.1346,19.4692,0.1538,11.44
1947-07-27,26,25.15,15.1308,20.1654,4.6885,12.14
1947-07-28,27,24.7704,15.3074,20.0704,9.8741,12.04
1947-07-29,27,24.5704,17.2815,20.9481,1.2222,12.93
1947-07-30,26,27.5346,16.2885,21.9423,0.0692,13.91
1947-07-31,27,25.7704,16.1889,20.9963,9.3444,12.98
1947-08-01,28,20.275,10.0536,15.1857,0.6714,7.16
1947-08-02,28,23.1536,6.7857,15.0,0.0,6.97
1947-08-03,26,24.7538,8.1808,16.4885,0.3423,8.47
1947-08-04,28,26.25,11.7929,19.0393,1.0321,11.02
1947-08-05,28,28.9071,12.7571,20.8571,0.0,12.83
1947-08-06,28,30.3643,16.1536,23.2821,0.0,15.26
1947-08-07,28,30.4536,16.4429,23.4679,0.0,15.45
1947-08-08,28,28.5214,18.6143,23.5929,5.3857,15.57
1947-08-09,28,23.2786,15.1714,19.2571,4.0071,11.23
1947-08-10,26,25.35,10.5538,17.9731,0.0,9.95
1947-08-11,28,27.3964,11.05,19.2464,0.0,11.22
1947-08-12,28,32.2429,15.7964,24.0393,0.0,16.02
1947-08-13,28,32.1821,18.0179,25.1214,0.7,17.1
1947-08-14,28,31.2179,17.7,24.4857,1.3321,16.46
1947-08-15,28,29.4857,18.1643,23.85,9.75,15.83
1947-08-16,28,23.2857,12.9393,18.1393,0.0,10.11
1947-08-17,27,23.3926,7.2481,15.3444,0.0,7.32
1947-08-18,28,24.1107,8.9357,16.55,2.4679,8.52
