date,group_size,avg_max_temp,avg_min_temp,avg_mean_temp,avg_total_precip,degree_days
1904-06-12,8,13.325,7.1625,10.2625,0.825,2.24
1904-06-13,8,18.55,3.8875,11.2375,0.375,3.22
1904-06-14,8,22.15,5.7625,13.975,0.0,5.96
1904-06-15,8,20.4875,6.6125,13.575,0.0,5.55
1904-06-16,8,22.1625,10.2875,16.25,0.45,8.23
1904-06-17,8,22.2,7.425,14.8375,0.0,6.81
1904-06-18,8,21.4,8.7375,15.0875,2.2625,7.07
1904-06-19,7,20.0,9.6143,14.8286,0.4286,6.81
1904-06-20,7,20.6429,8.9,14.8,0.0,6.77
1904-06-21,7,22.9286,10.4857,16.7286,0.6286,8.71
1904-06-22,8,21.675,11.3125,16.525,5.5625,8.49
1904-06-23,8,22.075,8.7625,15.45,6.1375,7.42
1904-06-24,8,24.6375,11.5875,18.1375,0.0,10.11
1904-06-25,8,23.2625,12.35,17.8125,1.3125,9.81
1904-06-26,8,23.2625,13.05,18.175,1.9625,10.16
1904-06-27,7,24.7571,12.6286,18.7143,2.1429,10.69
1904-06-28,7,23.9714,11.6571,17.8286,0.0,9.81
1904-06-29,7,22.8571,11.8286,17.3714,0.0429,9.34
1904-06-30,7,22.9571,12.7714,17.8857,4.2286,9.86
1904-07-01,8,22.175,15.475,18.8375,5.575,10.82
1904-07-02,8,23.0375,14.95,19.0125,3.425,10.99
1904-07-03,7,20.1,11.0429,15.6,3.7286,7.57
1904-07-04,7,23.7286,9.9143,16.8286,1.8571,8.82
1904-07-05,7,22.0571,14.1429,18.1286,3.3714,10.1
1904-07-06,7,24.2,12.9143,18.5714,0.2143,10.56
1904-07-07,7,24.1429,11.5,17.8571,0.0,9.82
1904-07-08,8,26.25,11.875,19.075,0.0,11.06
1904-07-09,7,26.2571,11.8286,19.0714,0.0,11.04
1904-07-10,7,25.7143,13.4143,19.6,0.0,11.56
1904-07-11,8,26.1125,15.7,20.9375,5.55,12.91
1904-07-12,8,25.1375,15.35,20.275,1.0875,12.24
1904-07-13,8,24.025,15.6125,19.8375,10.775,11.82
1904-07-14,8,23.175,13.125,18.175,7.875,10.15
1904-07-15,8,25.9,12.3625,19.15,0.0,11.13
1904-07-16,8,24.95,14.4375,19.7125,0.0,11.69
1904-07-17,8,24.25,15.075,19.6875,0.975,11.66
1904-07-18,8,25.825,14.85,20.375,0.0,12.34
1904-07-19,8,26.5875,14.725,20.7,0.0625,12.66
1904-07-20,8,26.525,15.7125,21.125,0.8375,13.12
1904-07-21,7,23.8,12.7857,18.3143,0.1429,10.29
1904-07-22,7,24.2857,10.9714,17.6429,0.3286,9.63
1904-07-23,7,22.7,11.1857,16.9714,5.9571,8.94
1904-07-24,7,20.4714,14.8286,17.6714,7.8714,9.65
1904-07-25,6,23.6,15.7333,19.7,0.1667,11.67
1904-07-26,7,26.1,15.8,20.9714,1.5286,12.95
1904-07-27,7,25.8857,18.2429,22.0857,0.2571,14.06
1904-07-28,7,25.8857,16.0286,20.9857,0.0714,12.96
1904-07-29,7,23.3429,14.2143,18.8,3.5857,10.78
1904-07-30,8,23.6875,11.8,17.7625,2.4375,9.74
1904-07-31,8,23.75,13.25,18.525,0.0,10.5
1904-08-01,8,26.9125,16.5375,21.7625,0.9875,13.73
1904-08-02,8,24.1,15.2,19.6875,0.475,11.65
1904-08-03,8,24.1125,13.2,18.6875,1.2375,10.66
1904-08-04,8,25.575,10.075,17.85,0.0,9.82
1904-08-05,8,24.925,11.05,18.025,0.0,9.99
1904-08-06,8,22.1625,13.4125,17.8,0.55,9.79
1904-08-07,8,24.1,14.525,19.3375,6.125,11.31
1904-08-08,8,23.625,11.3875,17.5375,1.65,9.51
1904-08-09,8,22.1625,10.975,16.5875,1.2625,8.57
1904-08-10,8,23.4875,10.5625,17.0375,0.0,9.02
1904-08-11,8,18.8875,10.1375,14.5375,18.225,6.51
1904-08-12,8,23.3375,11.3875,17.375,4.0875,9.36
1904-08-13,8,23.4625,10.975,17.25,0.6,9.22
1904-08-14,8,19.5875,12.2375,15.95,6.2125,7.91
1904-08-15,8,20.9125,13.2125,17.1,7.475,9.06
1904-08-16,8,22.975,10.7,16.85,0.3125,8.84
1904-08-17,8,19.925,13.525,16.75,11.0125,8.73
1904-08-18,8,23.05,13.3875,18.2375,5.3125,10.22
1904-08-19,8,21.5875,10.7,16.175,0.6,8.14
1904-08-20,8,19.025,8.0625,13.575,8.825,5.54
1904-08-21,8,19.925,11.05,15.5125,36.6625,7.49
1904-08-22,8,21.025,11.2375,16.15,0.95,8.13
1904-08-23,8,20.5375,10.9625,15.7625,5.3,7.75
1904-08-24,8,22.3,7.15,14.7625,0.0,6.73
1904-08-25,7,22.8714,11.9143,17.4143,0.3571,9.39
1904-08-26,8,22.425,12.775,17.6375,0.1,9.6
1904-08-27,8,23.2625,10.1375,16.7375,0.1,8.7
1904-08-28,8,23.95,10.55,17.275,0.0,9.25
1904-08-29,8,23.125,10.075,16.6125,1.425,8.6
1904-08-30,8,18.8125,5.0625,11.9625,0.0,3.94
1904-08-31,8,19.025,6.875,12.975,0.0,4.95
1904-09-01,8,19.3125,4.4375,11.9125,0.0,3.88
1904-09-02,8,21.175,11.2,16.225,1.6125,8.19
1904-09-03,8,17.5,11.0375,14.2875,9.0,6.27
1904-09-04,8,21.125,11.725,16.45,20.3,8.43
1904-09-05,8,21.8125,10.15,15.9875,0.7625,7.98
1904-09-06,8,19.025,7.425,13.2375,5.6125,5.22
1904-09-07,8,19.525,5.6875,12.625,0.0,4.61
1904-09-08,8,17.575,6.4625,12.0375,0.5375,4.02
1904-09-09,8,15.325,2.85,9.1125,0.5375,1.09
1904-09-10,8,18.675,4.3625,11.55,0.0,3.52
1904-09-11,8,20.6125,10.9,15.7875,0.0,7.76
1904-09-12,8,23.9625,11.325,17.675,2.275,9.64
1904-09-13,8,19.9375,6.6,13.3,0.0625,5.27
1904-09-14,8,18.625,4.45,11.5625,0.95,3.54
1904-09-15,8,19.3,11.2,15.275,32.775,7.25
1904-09-16,8,16.2625,4.9125,10.6125,7.2375,2.59
1904-09-17,8,19.35,6.8,13.1,0.0,5.08
1904-09-18,8,21.65,7.35,14.525,2.6125,6.5
1904-09-19,8,16.525,8.35,12.4625,1.4,4.44
1904-09-20,8,15.55,2.925,9.2375,3.2375,1.24
1904-09-21,8,12.3625,3.6125,8.0125,7.0125,0.0
1904-09-22,8,9.725,-0.125,4.8375,0.0,0.0
1904-09-23,8,11.25,-0.2875,5.5125,0.0,0.0
1904-09-24,8,13.1875,7.0125,10.125,10.325,2.1
1904-09-25,8,14.5125,9.025,11.8,14.1625,3.77
1904-09-26,8,13.9375,6.1,10.05,0.0,2.02
1904-09-27,8,13.6625,5.7625,9.7375,0.725,1.71
1904-09-28,8,14.9875,0.6875,7.8625,0.0,0.0
1904-09-29,8,14.6375,3.1375,8.9,4.0875,0.89
1904-09-30,8,16.2625,7.0125,11.6625,13.5125,3.64
1904-10-01,8,12.9125,7.5,10.2375,10.1,2.21
1904-10-02,8,11.7375,4.5125,8.15,0.625,0.13
1904-10-03,8,12.0875,2.925,7.5375,0.0,0.0
1904-10-04,8,13.5875,2.775,8.2,0.0,0.18
1904-10-05,8,14.25,1.1,7.7125,0.0,0.0
1904-10-06,8,13.1875,4.5875,8.9125,7.9375,0.89
1904-10-07,8,8.2125,-0.55,3.85,0.95,0.0
1904-10-08,8,10.35,-1.45,4.4625,0.0,0.0
1904-10-09,8,11.7375,4.075,7.9375,0.475,0.0
1904-10-10,8,12.7875,3.125,7.9875,3.85,0.0
1904-10-11,8,13.2625,4.9125,9.1,10.725,1.09
1904-10-12,8,8.95,-2.7125,3.15,0.0,0.0
1904-10-13,8,7.7,-0.5625,3.6,18.1875,0.0
1904-10-14,8,10.35,2.1,6.2625,2.8125,0.0
1904-10-15,8,8.4625,1.675,5.075,0.0,0.0
1904-10-16,8,15.2875,1.6625,8.5,0.225,0.47
1904-10-17,8,17.15,2.45,9.825,0.0,1.8
1904-10-18,8,12.2125,3.675,7.9625,0.7375,0.0
1904-10-19,8,11.7375,2.4375,7.1,0.0,0.0
1904-10-20,8,15.4125,5.625,10.55,0.0,2.52
1904-10-21,8,18.4875,11.5875,15.075,1.15,7.04
1904-10-22,8,16.4,9.225,12.825,18.7,4.81
1904-10-23,8,14.8375,3.875,9.3625,2.6625,1.36
1904-10-24,8,10.5375,0.275,5.425,0.25,0.0
1904-10-25,8,10.7,-0.35,5.2,0.7375,0.0
1904-10-26,8,11.0625,5.7625,8.425,9.875,0.41
1904-10-27,8,7.4375,-0.425,3.5375,9.95,0.0
1904-10-28,8,5.15,-5.075,0.025,0.0,0.0
1904-10-29,8,7.5625,0.1375,3.875,0.0,0.0
1904-10-30,8,6.5125,-0.7625,2.9,0.225,0.0
1904-10-31,8,3.3375,-4.5125,-0.5875,0.0,0.0
1904-11-01,8,2.625,-3.9,-0.6375,0.3125,0.0
1904-11-02,8,5.975,-4.875,0.55,0.0,0.0
1904-11-03,8,7.9875,-4.725,1.65,1.45,0.0
1904-11-04,8,5.6875,-1.8,1.9375,7.4,0.0
1904-11-05,8,2.275,-5.625,-1.6875,0.0625,0.0
1904-11-06,8,3.4625,-2.3,0.6,0.125,0.0
1904-11-07,8,2.4875,-2.8375,-0.1625,0.8,0.0
1904-11-08,8,2.6375,-2.5125,0.0625,0.4375,0.0
1904-11-09,8,1.3875,-5.625,-2.1375,0.0,0.0
1904-11-10,8,2.225,-7.9125,-2.8625,0.0,0.0
1904-11-11,8,0.3375,-5.4,-2.55,0.0,0.0
1904-11-12,8,3.35,-5.9625,-1.325,0.0,0.0
1904-11-13,8,7.075,-2.3625,2.3625,3.3,0.0
1904-11-14,8,3.8875,-1.8125,1.05,18.475,0.0
1904-11-15,8,3.55,-4.45,-0.4625,0.0,0.0
1904-11-16,8,3.825,-1.8125,1.0,1.325,0.0
1904-11-17,8,-0.625,-8.6125,-4.65,0.7625,0.0
1904-11-18,8,0.925,-4.925,-2.0125,0.45,0.0
1904-11-19,8,2.7,-1.8,0.4625,3.175,0.0
1904-11-20,8,5.75,-2.65,1.55,0.5375,0.0
1904-11-21,8,4.7875,-0.625,2.1,8.975,0.0
1904-11-22,8,3.7375,-2.15,0.7875,0.3125,0.0
1904-11-23,8,5.9625,-3.1125,1.45,0.0,0.0
1904-11-24,8,3.6125,-2.1625,0.725,5.9875,0.0
1904-11-25,8,2.3,-0.9,0.7,11.4375,0.0
1904-11-26,8,0.1375,-5.25,-2.5875,0.0,0.0
1904-11-27,8,-1.325,-10.075,-5.725,0.0,0.0
1904-11-28,8,-2.3625,-10.8375,-6.6375,0.3125,0.0
1904-11-29,8,-0.5625,-14.0375,-7.325,3.2375,0.0
1904-11-30,8,5.0125,-1.3375,1.8375,4.75,0.0
1904-12-01,8,3.275,-4.85,-0.775,0.8625,0.0
1904-12-02,8,-3.8375,-11.4625,-7.6875,0.0,0.0
1904-12-03,8,-4.9375,-13.9,-9.4375,0.0,0.0
1904-12-04,8,-3.05,-12.925,-8.0,0.0,0.0
1904-12-05,8,-3.6125,-12.5625,-8.1125,0.0375,0.0
1904-12-06,8,-2.225,-10.4875,-6.3875,1.9875,0.0
1904-12-07,8,-1.05,-13.1375,-7.1125,4.1625,0.0
1904-12-08,8,-1.6,-11.1,-6.375,1.325,0.0
1904-12-09,8,-9.8,-17.0875,-13.475,0.0,0.0
1904-12-10,8,-11.8,-16.6,-14.2375,0.0,0.0
1904-12-11,8,-10.7,-15.5625,-13.1625,0.9,0.0
1904-12-12,8,-10.0625,-17.975,-14.0375,0.0,0.0
1904-12-13,8,-7.3125,-16.875,-12.1125,0.0,0.0
1904-12-14,8,-5.0625,-13.25,-9.1875,0.0,0.0
1904-12-15,8,-5.6875,-16.7875,-11.275,0.0,0.0
1904-12-16,8,-6.1125,-17.0,-11.5875,0.0,0.0
1904-12-17,8,-4.8,-16.225,-10.5375,0.0,0.0
1904-12-18,8,-5.5,-12.15,-8.8375,1.9375,0.0
1904-12-19,8,0.625,-13.0375,-6.225,1.275,0.0
1904-12-20,8,1.675,-8.6125,-3.4875,2.5375,0.0
1904-12-21,8,-8.125,-17.1375,-12.65,0.0,0.0
1904-12-22,8,-11.95,-20.9,-16.45,0.0,0.0
1904-12-23,8,-12.0875,-20.55,-16.3375,2.5625,0.0
1904-12-24,8,-12.4375,-20.7,-16.575,2.925,0.0
1904-12-25,8,-14.3,-25.2875,-19.825,0.0,0.0
1904-12-26,8,-9.575,-20.4375,-15.025,0.0,0.0
1904-12-27,8,-4.9375,-18.35,-11.675,2.6,0.0
1904-12-28,8,4.15,-8.3375,-2.0875,17.475,0.0
1904-12-29,8,-3.125,-13.4125,-8.2875,2.6625,0.0
1904-12-30,8,-11.1625,-18.825,-15.0,0.0,0.0
1904-12-31,8,-2.65,-17.7,-10.2,4.325,0.0
1905-01-01,8,1.675,-5.9,-2.1125,1.3375,0.0
1905-01-02,8,1.2375,-6.875,-2.825,1.0125,0.0
1905-01-03,8,-2.9875,-12.0125,-7.5375,2.85,0.0
1905-01-04,8,-11.25,-16.375,-13.8375,24.35,0.0
1905-01-05,8,-15.95,-25.0,-20.5,4.4375,0.0
1905-01-06,8,-14.2375,-27.6875,-20.9875,0.0,0.0
1905-01-07,8,2.2,-19.65,-8.7375,8.8,0.0
1905-01-08,8,5.5625,-3.8875,0.85,16.775,0.0
1905-01-09,8,0.1375,-11.775,-5.8375,0.0,0.0
1905-01-10,8,2.2125,-9.025,-3.4375,3.6,0.0
1905-01-11,8,-3.9625,-13.3375,-8.6625,0.0,0.0
1905-01-12,8,-7.85,-16.8625,-12.3875,11.275,0.0
1905-01-13,8,-7.0875,-15.9625,-11.5375,4.975,0.0
1905-01-14,8,-14.7375,-26.3125,-20.5375,0.0,0.0
1905-01-15,8,-8.9,-29.3625,-19.1375,0.1625,0.0
1905-01-16,8,-6.1875,-15.2125,-10.7125,0.1875,0.0
1905-01-17,8,-9.0875,-17.5625,-13.3625,0.0,0.0
1905-01-18,8,-13.475,-27.225,-20.375,0.0,0.0
1905-01-19,8,0.6875,-25.075,-12.2125,6.1625,0.0
1905-01-20,8,-2.2375,-14.9875,-8.625,0.0,0.0
1905-01-21,8,-9.8625,-23.8875,-16.9,0.0,0.0
1905-01-22,8,-3.8875,-15.6125,-9.7875,6.825,0.0
1905-01-23,8,-6.1,-15.825,-10.975,6.975,0.0
1905-01-24,8,-11.5125,-25.125,-18.3375,0.0,0.0
1905-01-25,8,-10.625,-27.2375,-18.9625,1.9,0.0
1905-01-26,8,-4.7375,-16.025,-10.4,32.7,0.0
1905-01-27,8,-6.4625,-14.6625,-10.6,3.175,0.0
1905-01-28,8,-5.5625,-17.15,-11.375,0.2875,0.0
1905-01-29,8,-6.1125,-16.575,-11.375,0.3125,0.0
1905-01-30,8,-5.85,-17.5125,-11.7125,1.7875,0.0
1905-01-31,7,-7.6,-16.4286,-12.0429,0.5429,0.0
1905-02-01,8,-9.225,-18.55,-13.9,0.125,0.0
1905-02-02,8,-8.325,-21.6,-14.9875,0.0,0.0
1905-02-03,8,-8.9375,-20.9,-14.95,0.0,0.0
1905-02-04,8,-8.6625,-20.3375,-14.525,0.0,0.0
1905-02-05,8,-10.7125,-22.9875,-16.875,0.0,0.0
1905-02-06,8,-8.8875,-24.2125,-16.5625,1.775,0.0
1905-02-07,8,-7.9875,-12.15,-10.0875,11.9625,0.0
1905-02-08,8,-4.725,-13.4125,-9.1125,0.0,0.0
1905-02-09,8,-3.4625,-16.3,-9.925,0.95,0.0
1905-02-10,8,-3.675,-9.025,-6.3625,2.375,0.0
1905-02-11,8,-5.2625,-13.7375,-9.5375,2.7125,0.0
1905-02-12,8,-7.3625,-20.625,-14.0125,0.0,0.0
1905-02-13,8,1.875,-13.325,-5.75,6.6875,0.0
1905-02-14,8,-6.7375,-18.6875,-12.7375,5.4375,0.0
1905-02-15,8,-5.0625,-19.8,-12.4625,0.6125,0.0
1905-02-16,8,-7.425,-16.675,-12.0625,3.2375,0.0
1905-02-17,8,-1.25,-17.2875,-9.3,3.95,0.0
1905-02-18,8,-1.9375,-14.8,-8.4,4.375,0.0
1905-02-19,8,-11.0375,-22.2875,-16.6875,0.8,0.0
1905-02-20,8,-0.2625,-24.5125,-12.4125,0.0,0.0
1905-02-21,8,0.55,-11.725,-5.6125,0.0,0.0
1905-02-22,8,-6.05,-18.75,-12.425,0.95,0.0
1905-02-23,8,-6.125,-13.275,-9.725,3.525,0.0
1905-02-24,8,-2.7875,-10.6375,-6.7375,4.45,0.0
1905-02-25,8,-0.3625,-7.15,-3.775,6.4125,0.0
1905-02-26,8,2.0,-8.4625,-3.25,1.275,0.0
1905-02-27,8,-0.5,-7.4375,-3.9875,13.7125,0.0
1905-02-28,8,-0.425,-15.2875,-7.875,1.6875,0.0
1905-03-01,8,-3.325,-12.85,-8.1125,0.0375,0.0
1905-03-02,8,-3.75,-16.75,-10.275,0.0,0.0
1905-03-03,8,0.0125,-18.7,-9.375,0.0,0.0
1905-03-04,8,0.7125,-13.1875,-6.2625,0.0375,0.0
1905-03-05,8,-6.6625,-19.1,-12.9,0.475,0.0
1905-03-06,8,-5.1375,-16.875,-11.025,0.1375,0.0
1905-03-07,8,-2.0375,-19.875,-11.0,0.0375,0.0
1905-03-08,8,1.175,-7.225,-3.025,4.8625,0.0
1905-03-09,8,0.825,-11.1625,-5.1875,3.525,0.0
1905-03-10,8,2.4125,-4.9875,-1.3,2.7,0.0
1905-03-11,8,0.6375,-8.55,-3.975,0.125,0.0
1905-03-12,8,-2.1375,-17.0,-9.5875,0.0,0.0
1905-03-13,8,-4.3,-21.05,-12.7,0.0,0.0
1905-03-14,8,-3.55,-24.2375,-13.9125,0.0,0.0
1905-03-15,8,-0.075,-22.1625,-11.15,0.0,0.0
1905-03-16,8,1.9375,-14.85,-6.475,0.0,0.0
1905-03-17,8,1.7375,-15.3625,-6.8375,0.0,0.0
1905-03-18,8,6.525,-4.5,1.025,0.0,0.0
1905-03-19,8,6.4125,-1.175,2.6375,3.8375,0.0
1905-03-20,8,1.0375,-9.575,-4.275,6.45,0.0
1905-03-21,8,1.6,-12.7125,-5.5875,0.0,0.0
1905-03-22,8,1.9375,-9.1,-3.6125,0.0,0.0
1905-03-23,8,5.275,-10.6875,-2.7125,0.0,0.0
1905-03-24,8,6.375,-6.4625,-0.0375,0.0,0.0
1905-03-25,8,8.6875,1.7375,5.225,0.9625,0.0
1905-03-26,8,7.375,2.5625,4.9875,5.075,0.0
1905-03-27,8,6.875,1.05,3.975,2.475,0.0
1905-03-28,8,7.15,1.1875,4.2,6.225,0.0
1905-03-29,8,10.3,0.4875,5.425,0.0,0.0
1905-03-30,8,11.6625,-0.975,5.375,0.0,0.0
1905-03-31,8,10.2125,2.0125,6.1375,0.7375,0.0
1905-04-01,8,4.8,-2.2375,1.3,0.0,0.0
1905-04-02,8,0.0625,-5.625,-2.8,0.0,0.0
1905-04-03,8,5.05,-4.3625,0.35,0.0,0.0
1905-04-04,8,6.175,-1.45,2.375,0.225,0.0
1905-04-05,8,5.1375,-0.2,2.4875,0.35,0.0
1905-04-06,8,10.0875,0.7625,5.45,10.1,0.0
1905-04-07,8,11.0375,0.4875,5.7875,1.5,0.0
1905-04-08,8,7.1625,-1.675,2.775,0.0,0.0
1905-04-09,8,8.1875,-2.0875,3.0875,0.0,0.0
1905-04-10,8,8.2,-0.125,4.0625,0.1625,0.0
1905-04-11,8,11.4,0.35,5.9125,0.0,0.0
1905-04-12,8,10.975,0.1375,5.5875,0.0,0.0
1905-04-13,8,8.1125,-1.8625,3.1375,0.0,0.0
1905-04-14,8,10.2625,-0.275,5.0125,0.0,0.0
1905-04-15,8,8.6875,-0.275,4.225,0.0,0.0
1905-04-16,8,8.275,-2.7125,2.8,0.0,0.0
1905-04-17,8,6.6125,-1.1875,2.725,0.0375,0.0
1905-04-18,8,6.6875,-2.025,2.35,0.0,0.0
1905-04-19,8,8.1375,-2.775,2.7125,0.0,0.0
1905-04-20,8,12.8625,1.525,7.2125,0.575,0.0
1905-04-21,8,9.775,0.7,5.25,4.4125,0.0
1905-04-22,8,8.7375,0.15,4.4625,12.6125,0.0
1905-04-23,8,9.6375,-1.1,4.2875,0.0,0.0
1905-04-24,8,11.925,-0.7625,5.5875,0.1625,0.0
1905-04-25,8,10.2125,1.25,5.7625,0.0375,0.0
1905-04-26,8,14.375,1.2625,7.8375,0.2875,0.0
1905-04-27,8,12.3,0.275,6.3125,0.0,0.0
1905-04-28,8,15.0625,0.7,7.9125,0.0,0.0
1905-04-29,8,16.6625,1.5125,9.1125,0.725,1.09
1905-04-30,8,15.4625,4.5,10.0,0.0625,1.98
1905-05-01,8,11.8,2.85,7.35,2.175,0.0
1905-05-02,8,9.775,1.55,5.6875,4.0875,0.0
1905-05-03,8,13.3625,1.5125,7.45,0.825,0.0
1905-05-04,8,15.975,3.4,9.7125,3.1,1.69
1905-05-05,8,16.1,1.3,8.725,0.0,0.7
1905-05-06,8,18.875,5.1375,12.0375,1.3625,4.01
1905-05-07,8,15.7,6.1875,10.9625,5.875,2.94
1905-05-08,8,16.9375,4.25,10.625,2.85,2.59
1905-05-09,8,13.3375,3.05,8.2375,7.2,0.19
1905-05-10,8,13.325,3.95,8.675,7.975,0.64
1905-05-11,8,18.3875,3.8875,11.1625,0.1625,3.14
1905-05-12,8,15.2875,0.2,7.775,0.0,0.0
1905-05-13,8,9.525,-1.7875,3.8875,0.475,0.0
1905-05-14,8,15.1375,3.8875,9.55,0.475,1.51
1905-05-15,8,14.325,5.2875,9.825,0.0375,1.81
1905-05-16,8,9.5875,2.4375,6.0375,2.2,0.0
1905-05-17,8,9.8625,3.275,6.6,6.575,0.0
1905-05-18,8,8.825,3.3875,6.125,7.7,0.0
1905-05-19,8,8.6875,2.425,5.575,5.7625,0.0
1905-05-20,8,10.0,2.4375,6.2375,1.65,0.0
1905-05-21,8,13.725,3.275,8.525,2.3125,0.5
1905-05-22,7,14.3571,3.8143,9.0857,0.3571,1.09
1905-05-23,8,14.2125,1.8625,8.05,0.0,0.04
1905-05-24,7,17.2143,5.0857,11.1857,0.2571,3.15
1905-05-25,7,20.6286,5.9429,13.3,0.0,5.29
1905-05-26,7,18.8,6.7571,12.8,0.0,4.78
1905-05-27,8,21.7875,10.3625,16.1125,1.9,8.08
1905-05-28,8,20.2625,7.7125,14.0,0.0625,5.99
1905-05-29,8,21.4625,8.475,15.0,0.6625,6.97
1905-05-30,8,18.05,7.3625,12.7125,2.7125,4.71
1905-05-31,8,16.1625,3.9,10.05,0.475,2.03
1905-06-01,8,19.5125,2.6375,11.1,0.0,3.07
1905-06-02,8,16.525,4.5,10.5375,0.0,2.51
1905-06-03,8,13.4,5.625,9.5375,6.8625,1.51
1905-06-04,7,19.9286,5.9571,12.9571,0.0,4.94
1905-06-05,8,20.0625,9.8625,14.9875,0.35,6.96
1905-06-06,8,15.2125,6.4,10.8125,16.1125,2.81
1905-06-07,8,17.5625,1.8625,9.725,0.0,1.71
1905-06-08,8,13.825,5.9625,9.925,0.1,1.89
1905-06-09,8,18.2,2.925,10.5875,0.0,2.56
1905-06-10,8,24.4375,5.9125,15.1875,0.0,7.18
1905-06-11,8,19.6375,10.775,15.2125,0.1625,7.21
1905-06-12,8,15.575,9.8,12.7125,4.075,4.69
1905-06-13,8,15.7,10.075,12.925,7.45,4.89
1905-06-14,8,21.95,10.2625,16.1375,6.55,8.11
1905-06-15,8,26.1125,10.4125,18.2875,0.0,10.26
1905-06-16,8,26.8,13.2,20.0375,0.25,12.0
1905-06-17,8,20.6,10.0625,15.35,2.0625,7.33
1905-06-18,8,14.4375,8.1375,11.3,7.9,3.29
1905-06-19,8,17.0,7.775,12.425,3.875,4.39
1905-06-20,8,14.5125,8.6,11.5625,0.8875,3.56
1905-06-21,8,15.35,8.4625,11.9375,0.8625,3.91
1905-06-22,8,21.95,11.6625,16.8375,0.7125,8.81
1905-06-23,7,23.1,13.5857,18.3571,0.7286,10.34
1905-06-24,7,23.4714,12.6143,18.0714,0.0,10.04
1905-06-25,8,20.6875,8.8125,14.775,0.725,6.75
1905-06-26,8,17.3,8.1125,12.7375,6.2625,4.71
1905-06-27,8,12.575,8.05,10.3375,9.975,2.31
1905-06-28,8,15.675,7.775,11.75,12.7875,3.73
1905-06-29,8,20.2,8.1875,14.2,0.7,6.19
1905-06-30,7,24.2143,7.2,15.7429,0.0,7.71
1905-07-01,7,24.3714,11.1857,17.8,0.0,9.78
1905-07-02,7,19.9429,12.6286,16.3143,4.9,8.29
1905-07-03,7,25.0857,13.4143,19.2714,17.7714,11.25
1905-07-04,8,25.9,12.0125,19.0,0.225,10.96
1905-07-05,7,26.2143,11.8286,19.0571,0.0,11.02
1905-07-06,7,23.8143,12.9286,18.3857,0.0429,10.37
1905-07-07,8,28.0,15.5625,21.8,3.4,13.78
1905-07-08,8,27.5125,15.3625,21.475,0.1625,13.44
1905-07-09,8,27.4375,15.0625,21.275,0.1,13.25
1905-07-10,8,28.3875,15.6875,22.05,0.0625,14.04
1905-07-11,8,26.25,12.9875,19.6375,0.8,11.62
1905-07-12,8,26.8875,13.125,20.05,0.0,12.01
1905-07-13,8,27.35,15.4875,21.4375,0.4125,13.42
1905-07-14,8,27.025,16.4125,21.75,1.1375,13.72
1905-07-15,8,25.7625,15.75,20.775,1.425,12.76
1905-07-16,8,23.475,10.7,17.1125,0.0,9.09
1905-07-17,8,19.9375,11.1,15.5375,3.2375,7.52
1905-07-18,8,24.9375,13.625,19.3125,1.65,11.28
1905-07-19,8,27.225,14.8,21.0375,4.95,13.01
1905-07-20,7,23.9429,13.9714,18.9857,0.1429,10.96
1905-07-21,7,22.5429,11.1,16.8286,0.0,8.82
1905-07-22,8,23.2625,9.575,16.4375,0.0,8.42
1905-07-23,7,23.7286,9.7714,16.7714,0.0,8.75
1905-07-24,6,22.3,11.1167,16.7167,0.1667,8.71
1905-07-25,7,20.9286,13.1571,17.0714,3.5429,9.04
1905-07-26,7,20.7143,11.9,16.3429,4.7429,8.31
1905-07-27,7,22.4857,10.4,16.4714,3.2143,8.44
1905-07-28,7,25.0143,10.9429,18.0143,0.0,9.98
1905-07-29,7,25.2286,12.7857,19.0286,0.6429,11.01
1905-07-30,7,22.2286,13.0143,17.6286,0.0,9.62
1905-07-31,7,18.5714,12.2429,15.4429,5.6286,7.41
1905-08-01,7,18.0143,12.9286,15.5,4.9714,7.47
1905-08-02,7,17.4714,11.2714,14.4,1.9286,6.37
1905-08-03,7,24.3571,11.7429,18.0714,4.6143,10.05
1905-08-04,7,25.8,10.7143,18.2714,0.1143,10.26
1905-08-05,7,24.9286,13.2714,19.1429,0.1571,11.1
1905-08-06,7,24.8429,14.3,19.6,0.0,11.57
1905-08-07,7,26.2714,13.4429,19.8857,1.4571,11.86
1905-08-08,7,25.7,14.1286,19.9286,1.1286,11.91
1905-08-09,7,24.9429,12.9286,18.9571,0.0,10.94
1905-08-10,7,25.1571,14.2,19.7143,0.6857,11.68
1905-08-11,7,27.2429,17.8571,22.5857,6.7143,14.55
1905-08-12,7,27.7143,18.1857,22.9714,1.5714,14.95
1905-08-13,7,24.4429,13.4,18.9429,0.5714,10.92
1905-08-14,7,19.9143,6.1143,13.0286,0.0,5.01
1905-08-15,7,19.4286,7.2286,13.3714,0.1143,5.33
1905-08-16,7,17.9286,9.2143,13.5857,1.2571,5.57
1905-08-17,7,19.4429,7.9286,13.7143,0.0,5.69
1905-08-18,7,21.4286,8.3286,14.9143,0.0,6.88
1905-08-19,7,25.2571,9.1286,17.2143,0.0,9.19
1905-08-20,7,19.0286,10.6571,14.8571,11.2571,6.84
1905-08-21,7,23.4286,11.5143,17.4714,3.8143,9.47
1905-08-22,7,24.6143,10.3714,17.5143,0.0714,9.49
